Module 	X	Y	Z
871	-201.95	899.85	2998.25
872	-245.55	899.85	2998.25
873	-289.15	899.85	2998.25
874	-332.75	899.85	2998.25
875	-376.35	899.85	2998.25
876	-419.95	899.85	2998.25
877	-463.55	899.85	2998.25
878	-507.15	899.85	2998.25
879	-550.75	899.85	2998.25
880	-594.35	899.85	2998.25
881	-637.95	899.85	2998.25
882	-681.55	899.85	2998.25
883	-27.55	985.55	2998.25
884	-71.15	985.55	2998.25
885	-114.75	985.55	2998.25
886	-158.35	985.55	2998.25
887	-201.95	985.55	2998.25
888	-245.55	985.55	2998.25
889	-289.15	985.55	2998.25
890	-332.75	985.55	2998.25
891	-376.35	985.55	2998.25
892	-419.95	985.55	2998.25
893	-463.55	985.55	2998.25
894	-507.15	985.55	2998.25
895	-550.75	985.55	2998.25
896	-114.75	1071.25	2998.25
897	-158.35	1071.25	2998.25
898	-201.95	1071.25	2998.25
899	-245.55	1071.25	2998.25
900	-289.15	1071.25	2998.25
901	-332.75	1071.25	2998.25
902	-376.35	1071.25	2998.25
903	-201.95	-385.65	2998.25
904	-158.35	-385.65	2998.25
905	201.95	-385.65	2998.25
906	158.35	-385.65	2998.25
